2.91;2.64;2.83;8.09;7.71;7.86;1.95;1.93;1.93;126.57;125.99;125.93;1591;0
2.18;2.33;2.24;6.90;7.69;7.48;1.96;1.92;1.93;126.54;125.84;125.92;1591;0
2.18;2.33;2.24;6.90;7.69;7.48;1.94;1.93;1.94;126.61;126.14;126.06;1591;0
2.02;1.50;1.89;7.43;6.89;7.09;1.95;1.93;1.92;126.65;125.93;125.98;1591;0
2.02;1.50;1.89;7.43;6.89;7.09;1.97;1.90;1.91;126.49;125.43;125.81;1591;0
2.42;2.51;2.55;6.96;7.59;7.74;1.96;1.89;1.92;126.30;125.36;125.74;1591;0
2.42;2.51;2.55;6.96;7.59;7.74;1.94;1.90;1.93;126.10;125.45;125.61;1591;0
2.31;2.04;2.26;7.43;7.32;7.31;1.93;1.90;1.92;126.08;125.39;125.53;1591;0
2.31;2.04;2.26;7.43;7.32;7.31;1.93;1.91;1.91;125.94;125.40;125.41;1591;0
2.28;1.93;2.37;7.41;6.84;7.46;1.93;1.92;1.90;125.89;125.37;125.27;1591;0
2.28;1.93;2.37;7.41;6.84;7.46;1.92;1.92;1.92;125.92;125.51;125.33;1591;0
2.18;1.25;1.51;7.65;6.89;6.46;1.96;1.95;1.95;126.90;126.51;126.44;1591;0
2.18;1.25;1.51;7.65;6.89;6.46;1.96;1.96;1.91;126.79;126.20;125.79;1591;0
2.12;2.25;2.60;6.98;7.11;8.00;1.94;1.97;1.93;126.85;126.53;126.08;1591;0
2.12;2.25;2.60;6.98;7.11;8.00;1.95;1.99;1.91;127.19;126.80;126.17;1591;0
2.00;1.65;1.83;7.24;6.90;6.97;1.96;1.96;1.93;127.03;126.60;126.23;1591;0
2.00;1.65;1.83;7.24;6.90;6.97;1.93;1.95;1.95;126.59;126.49;126.21;1591;0
2.43;2.20;2.24;7.42;7.45;6.99;1.95;1.96;1.94;126.99;126.59;126.25;1591;0
2.43;2.20;2.24;7.42;7.45;6.99;1.95;1.96;1.91;126.97;126.41;126.05;1591;0
2.01;2.00;2.31;7.07;6.98;7.69;1.96;1.96;1.91;126.92;126.35;125.91;1591;0
2.01;2.00;2.31;7.07;6.98;7.69;1.93;1.95;1.92;126.41;126.10;125.76;1591;0
2.01;2.00;2.31;7.07;6.98;7.69;1.94;1.94;1.91;126.38;125.94;125.56;1591;0
2.57;1.95;2.02;7.83;7.29;6.76;1.94;1.94;1.92;126.45;126.12;125.76;1591;0
1.65;1.68;1.77;6.77;7.07;7.14;1.94;1.95;1.88;126.29;125.77;125.11;1591;0
1.65;1.68;1.77;6.77;7.07;7.14;1.94;1.94;1.90;126.58;126.06;125.70;1591;0
2.16;2.17;2.36;7.17;7.25;7.84;1.94;1.96;1.91;126.61;126.30;125.83;1591;0
2.16;2.17;2.36;7.17;7.25;7.84;1.94;1.95;1.94;126.65;126.39;126.12;1591;0
2.11;1.84;1.95;7.12;7.12;6.99;1.95;1.94;1.93;126.66;126.24;125.98;1591;0
2.11;1.84;1.95;7.12;7.12;6.99;1.91;1.94;1.93;126.23;126.13;125.81;1591;0
2.44;2.25;2.49;7.58;7.36;7.61;1.92;1.94;1.95;126.32;126.27;126.10;1591;0
2.44;2.25;2.49;7.58;7.36;7.61;1.93;1.93;1.92;126.16;125.89;125.60;1591;0
2.36;2.36;2.50;7.16;7.35;7.63;1.93;1.93;1.95;126.29;126.19;126.04;1591;0
2.36;2.36;2.50;7.16;7.35;7.63;1.93;1.94;1.93;126.45;126.24;125.92;1591;0
1.97;1.90;2.03;7.72;7.76;7.85;2.02;2.00;1.99;126.48;126.00;125.81;1582;5
2.09;2.14;2.24;7.64;7.98;8.13;2.01;2.00;2.00;126.37;125.98;125.72;1582;5
2.09;2.14;2.24;7.64;7.98;8.13;2.01;2.00;1.99;126.34;125.97;125.68;1582;5
2.27;2.06;2.32;7.95;7.81;8.07;2.01;2.00;2.00;126.28;126.02;125.67;1582;5
2.27;2.06;2.32;7.95;7.81;8.07;2.01;2.00;1.99;126.19;125.87;125.55;1582;5
2.17;2.02;2.23;7.81;7.85;8.08;2.01;2.00;1.99;126.24;125.90;125.60;1582;5
2.17;2.02;2.23;7.81;7.85;8.08;2.01;2.00;1.99;126.18;125.84;125.52;1582;5
2.25;2.09;2.27;7.88;7.86;8.11;2.01;2.00;1.99;126.15;125.88;125.51;1582;5
2.25;2.09;2.27;7.88;7.86;8.11;2.01;2.00;1.99;126.19;125.88;125.58;1582;5
2.15;2.05;2.18;7.72;7.90;7.93;2.01;1.99;1.98;126.13;125.66;125.42;1582;5
2.15;2.05;2.18;7.72;7.90;7.93;2.01;1.99;1.98;126.06;125.55;125.28;1582;5
