2.45;2.32;2.60;8.30;8.53;9.16;2.64;2.47;2.27;126.45;126.17;125.52;1788;0
2.44;2.37;2.59;8.12;8.72;9.10;2.63;2.48;2.24;126.39;126.23;125.50;1788;0
2.44;2.37;2.59;8.12;8.72;9.10;2.64;2.46;2.26;126.39;126.23;125.50;1788;0
2.51;2.32;2.62;8.20;8.70;9.28;2.63;2.48;2.26;126.37;126.24;125.48;1788;0
2.51;2.32;2.62;8.20;8.70;9.28;2.64;2.47;2.24;126.37;126.14;125.47;1788;0
2.47;2.42;2.62;8.12;8.75;9.49;2.63;2.47;2.27;126.40;126.21;125.47;1788;0
2.47;2.42;2.62;8.12;8.75;9.49;2.63;2.48;2.25;126.38;126.17;125.45;1788;0
2.45;2.33;2.61;8.25;8.53;9.40;2.64;2.47;2.25;126.44;126.19;125.44;1788;0
2.45;2.33;2.61;8.25;8.53;9.40;2.63;2.48;2.25;126.38;126.10;125.39;1788;0
2.46;2.41;2.64;8.25;8.55;9.17;2.63;2.47;2.23;126.35;126.12;125.36;1788;0
2.46;2.41;2.64;8.25;8.55;9.17;2.63;2.48;2.26;126.35;126.13;125.37;1788;0
2.46;2.36;2.56;7.99;8.57;8.90;2.63;2.48;2.24;126.30;126.08;125.36;1788;0
2.46;2.36;2.56;7.99;8.57;8.90;2.63;2.47;2.25;126.33;126.16;125.38;1788;0
2.44;2.37;2.61;7.98;8.60;9.20;2.62;2.48;2.25;126.28;126.11;125.34;1788;0
2.44;2.37;2.61;7.98;8.60;9.20;2.62;2.48;2.24;126.27;126.13;125.36;1788;0
2.50;2.39;2.65;8.07;8.52;9.29;2.63;2.46;2.27;126.26;126.02;125.36;1788;0
2.50;2.39;2.65;8.07;8.52;9.29;2.61;2.48;2.25;126.26;126.12;125.33;1788;0
2.44;2.37;2.63;8.09;8.39;9.20;2.63;2.46;2.25;126.30;126.13;125.38;1788;0
2.44;2.37;2.63;8.09;8.39;9.20;2.62;2.48;2.26;126.29;126.13;125.36;1788;0
2.45;2.36;2.61;8.08;8.36;8.88;2.63;2.47;2.24;126.30;126.09;125.39;1788;0
2.45;2.36;2.61;8.08;8.36;8.88;2.63;2.47;2.26;126.32;126.18;125.39;1788;0
2.43;2.27;2.62;7.96;8.50;8.93;2.62;2.47;2.27;126.34;126.15;125.43;1788;0
2.43;2.27;2.62;7.96;8.50;8.93;2.63;2.47;2.24;126.33;126.13;125.42;1788;0
2.47;2.41;2.65;8.01;8.66;9.38;2.63;2.46;2.26;126.26;126.04;125.35;1788;0
2.47;2.41;2.65;8.01;8.66;9.38;2.62;2.48;2.25;126.28;126.12;125.39;1788;0
2.45;2.30;2.61;8.16;8.42;9.24;2.63;2.47;2.24;126.29;126.15;125.41;1788;0
2.45;2.30;2.61;8.16;8.42;9.24;2.62;2.47;2.27;126.31;126.12;125.41;1788;0
2.46;2.41;2.64;8.14;8.51;9.17;2.62;2.47;2.25;126.28;126.08;125.40;1788;0
2.46;2.41;2.64;8.14;8.51;9.17;2.63;2.46;2.26;126.32;126.13;125.42;1788;0
2.42;2.30;2.62;8.19;8.49;9.00;2.62;2.48;2.26;126.30;126.11;125.40;1788;0
2.42;2.30;2.62;8.19;8.49;9.00;2.63;2.46;2.24;126.19;126.00;125.30;1788;0
2.50;2.41;2.67;8.07;8.78;9.15;2.63;2.46;2.27;126.26;126.07;125.36;1788;0
2.50;2.40;2.64;8.13;8.83;9.26;2.65;2.47;2.28;126.31;126.08;125.33;1751;5
2.43;2.31;2.56;8.21;8.62;9.33;2.65;2.47;2.28;126.33;126.08;125.36;1751;5
2.43;2.31;2.56;8.21;8.62;9.33;2.66;2.46;2.27;126.29;126.05;125.33;1751;5
2.52;2.50;2.67;8.24;8.73;9.25;2.66;2.46;2.27;126.26;126.00;125.27;1751;5
2.52;2.50;2.67;8.24;8.73;9.25;2.65;2.47;2.26;126.28;126.02;125.28;1751;5
2.44;2.32;2.59;8.18;8.66;9.09;2.65;2.47;2.26;126.32;126.07;125.34;1751;5
2.44;2.32;2.59;8.18;8.66;9.09;2.65;2.47;2.27;126.32;126.06;125.32;1751;5
2.46;2.39;2.59;8.05;8.76;9.19;2.65;2.48;2.27;126.35;126.11;125.36;1751;5
2.46;2.39;2.59;8.05;8.76;9.19;2.66;2.47;2.28;126.33;126.12;125.35;1751;5
2.46;2.34;2.61;8.17;8.57;9.32;2.66;2.47;2.28;126.36;126.11;125.36;1751;5
2.46;2.34;2.61;8.17;8.57;9.32;2.65;2.47;2.26;126.33;126.10;125.34;1751;5
2.47;2.38;2.62;8.15;8.65;9.37;2.64;2.47;2.27;126.27;126.03;125.28;1751;5
2.47;2.38;2.62;8.15;8.65;9.37;2.66;2.47;2.28;126.31;126.03;125.31;1751;5
2.52;2.42;2.66;8.26;8.61;9.22;2.65;2.47;2.28;126.28;126.05;125.28;1751;5
2.52;2.42;2.66;8.26;8.61;9.22;2.65;2.47;2.28;126.26;126.03;125.27;1751;5
2.54;2.46;2.70;8.20;8.71;9.15;2.65;2.46;2.26;126.19;125.98;125.25;1751;5
2.54;2.46;2.70;8.20;8.71;9.15;2.65;2.46;2.26;126.20;126.00;125.25;1751;5
2.51;2.42;2.67;8.12;8.78;9.24;2.64;2.48;2.26;126.24;126.06;125.27;1751;5
2.51;2.42;2.67;8.12;8.78;9.24;2.64;2.48;2.26;126.27;126.08;125.32;1751;5
2.46;2.36;2.63;8.15;8.60;9.37;2.64;2.47;2.28;126.29;126.08;125.31;1751;5
2.46;2.36;2.63;8.15;8.60;9.37;2.64;2.47;2.28;126.24;126.06;125.28;1751;5
2.52;2.43;2.69;8.26;8.63;9.25;2.65;2.47;2.27;126.26;126.07;125.26;1751;5
2.50;2.42;2.64;8.13;8.62;9.35;2.65;2.46;2.27;126.25;126.08;125.29;1751;5
