Message received: b'Hello from ESP8266'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,118.00,-495.00,370.00,-3657.00,3535.00,137.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,149.00,-508.00,352.00,-3730.00,3417.00,323.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,180.00,-520.00,333.00,-3786.00,3298.00,497.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,208.00,-531.00,316.00,-3834.00,3171.00,669.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,231.00,-538.00,300.00,-3868.00,3035.00,836.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,246.00,-538.00,285.00,-3890.00,2898.00,995.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,256.00,-533.00,271.00,-3907.00,2749.00,1159.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,267.00,-529.00,255.00,-3920.00,2589.00,1330.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,279.00,-528.00,241.00,-3929.00,2430.00,1497.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,288.00,-524.00,229.00,-3936.00,2262.00,1671.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,294.00,-518.00,216.00,-3948.00,2080.00,1865.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,301.00,-509.00,201.00,-3957.00,1892.00,2061.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,309.00,-497.00,180.00,-3959.00,1709.00,2247.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,320.00,-483.00,156.00,-3959.00,1536.00,2419.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,335.00,-472.00,130.00,-3953.00,1348.00,2597.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,351.00,-461.00,102.00,-3943.00,1152.00,2782.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,367.00,-450.00,76.00,-3926.00,970.00,2947.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,383.00,-440.00,49.00,-3889.00,770.00,3109.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,403.00,-425.00,14.00,-3840.00,561.00,3268.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,428.00,-410.00,-27.00,-3773.00,362.00,3398.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,448.00,-393.00,-64.00,-3682.00,158.00,3509.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,463.00,-376.00,-95.00,-3587.00,-42.00,3613.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,476.00,-360.00,-124.00,-3486.00,-237.00,3705.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,488.00,-342.00,-155.00,-3363.00,-428.00,3774.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,500.00,-324.00,-184.00,-3236.00,-605.00,3823.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,510.00,-308.00,-211.00,-3101.00,-778.00,3859.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,515.00,-292.00,-232.00,-2956.00,-954.00,3890.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,512.00,-276.00,-244.00,-2808.00,-1118.00,3907.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,505.00,-261.00,-253.00,-2647.00,-1288.00,3913.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,501.00,-245.00,-264.00,-2479.00,-1465.00,3923.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,498.00,-232.00,-275.00,-2312.00,-1640.00,3930.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,492.00,-218.00,-283.00,-2134.00,-1829.00,3938.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,484.00,-203.00,-290.00,-1951.00,-2022.00,3949.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,473.00,-184.00,-298.00,-1764.00,-2213.00,3953.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,460.00,-162.00,-308.00,-1583.00,-2395.00,3954.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,448.00,-137.00,-321.00,-1400.00,-2579.00,3954.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,438.00,-109.00,-338.00,-1202.00,-2766.00,3943.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,429.00,-83.00,-356.00,-1012.00,-2927.00,3917.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,419.00,-59.00,-371.00,-821.00,-3089.00,3887.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,408.00,-31.00,-388.00,-622.00,-3248.00,3846.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,396.00,4.00,-411.00,-422.00,-3391.00,3787.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,381.00,44.00,-436.00,-213.00,-3525.00,3712.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,365.00,79.00,-455.00,-9.00,-3631.00,3616.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,349.00,109.00,-469.00,189.00,-3717.00,3507.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,333.00,137.00,-482.00,377.00,-3788.00,3391.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,314.00,167.00,-493.00,558.00,-3842.00,3265.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,296.00,196.00,-504.00,743.00,-3883.00,3123.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,278.00,220.00,-511.00,918.00,-3907.00,2971.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,261.00,238.00,-511.00,1086.00,-3924.00,2822.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,244.00,247.00,-505.00,1255.00,-3940.00,2670.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,227.00,257.00,-498.00,1424.00,-3950.00,2510.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,211.00,270.00,-494.00,1599.00,-3960.00,2345.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,196.00,281.00,-491.00,1783.00,-3971.00,2171.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,181.00,290.00,-485.00,1979.00,-3980.00,1983.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,164.00,299.00,-477.00,2178.00,-3983.00,1788.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,144.00,309.00,-467.00,2352.00,-3979.00,1613.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,120.00,324.00,-457.00,2522.00,-3973.00,1436.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,92.00,341.00,-447.00,2713.00,-3962.00,1233.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,62.00,363.00,-439.00,2891.00,-3948.00,1045.00'
