Message received: b'Hello from ESP8266'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-454.00,380.00,61.00,3703.00,-171.00,-3507.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-476.00,363.00,99.00,3612.00,24.00,-3609.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-492.00,346.00,133.00,3503.00,224.00,-3699.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-502.00,329.00,160.00,3382.00,416.00,-3769.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-507.00,312.00,182.00,3258.00,590.00,-3818.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-513.00,293.00,207.00,3119.00,765.00,-3854.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-521.00,278.00,230.00,2974.00,939.00,-3881.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-524.00,263.00,248.00,2824.00,1105.00,-3899.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-521.00,249.00,260.00,2665.00,1274.00,-3908.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-515.00,235.00,268.00,2502.00,1448.00,-3916.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-506.00,219.00,275.00,2333.00,1626.00,-3923.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-497.00,201.00,283.00,2154.00,1816.00,-3931.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-489.00,184.00,293.00,1967.00,2014.00,-3942.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-481.00,166.00,304.00,1777.00,2204.00,-3946.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-471.00,147.00,312.00,1602.00,2379.00,-3945.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-460.00,127.00,322.00,1423.00,2558.00,-3942.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-449.00,101.00,337.00,1222.00,2750.00,-3932.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-437.00,70.00,356.00,1033.00,2914.00,-3911.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-426.00,41.00,374.00,845.00,3072.00,-3879.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-415.00,13.00,391.00,638.00,3237.00,-3837.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-405.00,-15.00,410.00,436.00,3383.00,-3780.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-393.00,-48.00,431.00,233.00,3513.00,-3705.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-377.00,-86.00,454.00,29.00,3619.00,-3611.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-360.00,-124.00,475.00,-168.00,3707.00,-3503.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-343.00,-156.00,490.00,-357.00,3779.00,-3387.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-326.00,-180.00,497.00,-538.00,3831.00,-3258.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-307.00,-203.00,501.00,-718.00,3871.00,-3119.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-288.00,-227.00,507.00,-895.00,3896.00,-2969.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-272.00,-249.00,513.00,-1063.00,3912.00,-2817.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-257.00,-264.00,513.00,-1232.00,3926.00,-2662.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-242.00,-274.00,508.00,-1403.00,3938.00,-2503.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-227.00,-282.00,502.00,-1574.00,3949.00,-2343.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-209.00,-292.00,493.00,-1757.00,3959.00,-2169.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-190.00,-303.00,485.00,-1950.00,3966.00,-1983.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-171.00,-316.00,479.00,-2143.00,3969.00,-1793.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-152.00,-328.00,473.00,-2326.00,3969.00,-1610.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-133.00,-338.00,465.00,-2509.00,3964.00,-1422.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-110.00,-353.00,456.00,-2700.00,3951.00,-1220.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-81.00,-373.00,447.00,-2868.00,3934.00,-1037.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-48.00,-397.00,438.00,-3028.00,3908.00,-851.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-16.00,-418.00,427.00,-3194.00,3869.00,-648.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,14.00,-438.00,417.00,-3338.00,3812.00,-451.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,46.00,-458.00,406.00,-3461.00,3729.00,-248.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,80.00,-478.00,390.00,-3566.00,3633.00,-51.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,118.00,-498.00,374.00,-3657.00,3532.00,138.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,152.00,-516.00,357.00,-3731.00,3418.00,324.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,179.00,-526.00,340.00,-3787.00,3299.00,498.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,200.00,-529.00,323.00,-3835.00,3173.00,670.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,220.00,-531.00,304.00,-3869.00,3037.00,837.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,241.00,-537.00,288.00,-3889.00,2895.00,997.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,258.00,-540.00,276.00,-3906.00,2749.00,1158.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,269.00,-539.00,264.00,-3921.00,2593.00,1327.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,277.00,-535.00,251.00,-3932.00,2430.00,1499.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,285.00,-528.00,236.00,-3939.00,2263.00,1674.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,292.00,-517.00,218.00,-3950.00,2083.00,1865.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,302.00,-507.00,198.00,-3959.00,1895.00,2061.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,314.00,-499.00,178.00,-3962.00,1713.00,2244.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,324.00,-490.00,159.00,-3962.00,1537.00,2418.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,334.00,-480.00,139.00,-3954.00,1344.00,2602.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,347.00,-468.00,113.00,-3943.00,1149.00,2787.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,367.00,-455.00,80.00,-3924.00,970.00,2947.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,389.00,-442.00,46.00,-3891.00,771.00,3109.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,407.00,-427.00,12.00,-3842.00,560.00,3270.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,425.00,-414.00,-19.00,-3772.00,359.00,3399.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,443.00,-400.00,-51.00,-3683.00,157.00,3511.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,462.00,-384.00,-86.00,-3587.00,-42.00,3614.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,481.00,-367.00,-122.00,-3484.00,-239.00,3706.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,497.00,-349.00,-155.00,-3364.00,-430.00,3777.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,504.00,-332.00,-181.00,-3235.00,-607.00,3824.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,506.00,-315.00,-199.00,-3098.00,-781.00,3858.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,507.00,-298.00,-218.00,-2952.00,-951.00,3885.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,511.00,-283.00,-237.00,-2800.00,-1119.00,3901.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,513.00,-271.00,-251.00,-2640.00,-1291.00,3911.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,509.00,-257.00,-261.00,-2478.00,-1466.00,3924.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,502.00,-242.00,-269.00,-2313.00,-1642.00,3933.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,491.00,-224.00,-277.00,-2135.00,-1829.00,3940.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,480.00,-204.00,-285.00,-1951.00,-2023.00,3949.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,471.00,-184.00,-296.00,-1764.00,-2215.00,3954.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,463.00,-165.00,-308.00,-1581.00,-2397.00,3955.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,455.00,-145.00,-320.00,-1400.00,-2580.00,3956.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,445.00,-123.00,-332.00,-1200.00,-2769.00,3944.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,433.00,-95.00,-348.00,-1008.00,-2933.00,3918.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,422.00,-63.00,-370.00,-820.00,-3090.00,3887.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,410.00,-30.00,-391.00,-620.00,-3250.00,3846.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,397.00,1.00,-410.00,-419.00,-3393.00,3789.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,386.00,32.00,-429.00,-213.00,-3525.00,3714.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,372.00,65.00,-448.00,-9.00,-3634.00,3619.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,356.00,100.00,-468.00,191.00,-3721.00,3506.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,338.00,136.00,-486.00,378.00,-3790.00,3391.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,321.00,166.00,-499.00,555.00,-3842.00,3269.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,303.00,188.00,-504.00,741.00,-3885.00,3126.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,285.00,206.00,-503.00,920.00,-3910.00,2973.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,266.00,225.00,-504.00,1089.00,-3927.00,2820.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,251.00,243.00,-507.00,1257.00,-3940.00,2668.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,237.00,256.00,-506.00,1426.00,-3951.00,2509.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,223.00,264.00,-501.00,1601.00,-3962.00,2345.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,208.00,272.00,-494.00,1783.00,-3972.00,2173.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,189.00,282.00,-485.00,1976.00,-3980.00,1987.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,166.00,294.00,-474.00,2176.00,-3983.00,1790.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,144.00,309.00,-466.00,2359.00,-3982.00,1608.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,123.00,324.00,-461.00,2527.00,-3975.00,1433.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,103.00,337.00,-454.00,2713.00,-3963.00,1233.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,79.00,353.00,-446.00,2894.00,-3950.00,1042.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,48.00,376.00,-438.00,3052.00,-3923.00,859.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,12.00,402.00,-428.00,3213.00,-3880.00,656.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-23.00,426.00,-417.00,3363.00,-3825.00,456.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-56.00,445.00,-403.00,3485.00,-3746.00,257.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-88.00,463.00,-389.00,3590.00,-3649.00,57.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-122.00,479.00,-372.00,3681.00,-3544.00,-135.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-156.00,496.00,-354.00,3752.00,-3428.00,-320.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-187.00,510.00,-336.00,3809.00,-3307.00,-495.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-213.00,518.00,-320.00,3856.00,-3183.00,-664.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-230.00,520.00,-304.00,3892.00,-3048.00,-833.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-245.00,518.00,-287.00,3914.00,-2908.00,-994.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-261.00,519.00,-272.00,3928.00,-2760.00,-1152.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-275.00,521.00,-260.00,3942.00,-2602.00,-1324.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-285.00,519.00,-248.00,3955.00,-2440.00,-1496.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-292.00,514.00,-236.00,3960.00,-2271.00,-1669.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-298.00,505.00,-221.00,3969.00,-2093.00,-1858.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-306.00,494.00,-202.00,3976.00,-1911.00,-2046.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-316.00,482.00,-179.00,3981.00,-1727.00,-2235.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-330.00,472.00,-156.00,3984.00,-1550.00,-2415.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-343.00,463.00,-133.00,3978.00,-1357.00,-2597.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-356.00,452.00,-110.00,3964.00,-1162.00,-2781.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-371.00,441.00,-84.00,3942.00,-981.00,-2939.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-392.00,428.00,-49.00,3905.00,-780.00,-3102.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-415.00,413.00,-11.00,3857.00,-574.00,-3260.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-435.00,397.00,25.00,3788.00,-374.00,-3389.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-452.00,381.00,57.00,3702.00,-171.00,-3504.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-467.00,366.00,89.00,3612.00,23.00,-3608.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-484.00,349.00,122.00,3505.00,222.00,-3699.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-501.00,333.00,155.00,3382.00,415.00,-3769.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-514.00,315.00,186.00,3256.00,590.00,-3818.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-520.00,298.00,209.00,3120.00,765.00,-3853.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-519.00,283.00,224.00,2974.00,937.00,-3879.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-516.00,266.00,238.00,2822.00,1104.00,-3896.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-516.00,251.00,252.00,2664.00,1274.00,-3906.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-515.00,239.00,265.00,2501.00,1449.00,-3917.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-512.00,225.00,274.00,2332.00,1626.00,-3924.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-503.00,211.00,280.00,2156.00,1815.00,-3933.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-492.00,193.00,288.00,1970.00,2013.00,-3945.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-479.00,171.00,297.00,1781.00,2204.00,-3948.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-468.00,148.00,309.00,1607.00,2376.00,-3948.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-460.00,125.00,324.00,1428.00,2556.00,-3945.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-452.00,103.00,338.00,1226.00,2747.00,-3935.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-442.00,79.00,352.00,1038.00,2911.00,-3913.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-432.00,52.00,369.00,849.00,3070.00,-3881.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-420.00,17.00,392.00,639.00,3237.00,-3837.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-406.00,-20.00,416.00,435.00,3382.00,-3779.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-392.00,-53.00,436.00,234.00,3510.00,-3706.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-378.00,-84.00,453.00,31.00,3617.00,-3611.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-361.00,-116.00,468.00,-167.00,3705.00,-3501.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-343.00,-150.00,484.00,-355.00,3777.00,-3385.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-326.00,-182.00,499.00,-536.00,3830.00,-3258.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-308.00,-210.00,509.00,-716.00,3869.00,-3120.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-290.00,-230.00,512.00,-893.00,3896.00,-2971.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-273.00,-243.00,508.00,-1065.00,3915.00,-2817.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-255.00,-257.00,504.00,-1233.00,3928.00,-2662.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-239.00,-272.00,503.00,-1403.00,3938.00,-2503.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-225.00,-284.00,502.00,-1579.00,3950.00,-2339.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-211.00,-293.00,497.00,-1762.00,3960.00,-2166.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-196.00,-300.00,489.00,-1951.00,3966.00,-1982.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-177.00,-310.00,479.00,-2144.00,3969.00,-1792.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-153.00,-322.00,468.00,-2333.00,3970.00,-1605.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-128.00,-339.00,459.00,-2512.00,3964.00,-1421.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-102.00,-357.00,452.00,-2697.00,3950.00,-1222.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-77.00,-374.00,444.00,-2871.00,3934.00,-1033.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-52.00,-391.00,436.00,-3030.00,3908.00,-849.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,-21.00,-413.00,427.00,-3191.00,3868.00,-651.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,17.00,-440.00,416.00,-3338.00,3808.00,-449.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,55.00,-463.00,402.00,-3463.00,3725.00,-243.00'
Message received: b'2.04,6.26,2.05,6.34,2.26,6.63,88.00,-481.00,386.00,-3568.00,3634.00,-49.00'
