2.00,6.44,2.04,6.88,2.14,6.55,-398.00,326.00,58.00,2865.00,1039.00,-3872.00'
2.00,6.44,2.04,6.88,2.14,6.55,-406.00,319.00,74.00,2707.00,1214.00,-3888.00'
2.00,6.44,2.04,6.88,2.14,6.55,-413.00,312.00,89.00,2544.00,1385.00,-3896.00'
2.00,6.44,2.04,6.88,2.14,6.55,-417.00,303.00,101.00,2379.00,1560.00,-3904.00'
2.00,6.44,2.04,6.88,2.14,6.55,-417.00,293.00,112.00,2204.00,1748.00,-3914.00'
2.00,6.44,2.04,6.88,2.14,6.55,-414.00,281.00,120.00,2017.00,1946.00,-3925.00'
2.00,6.44,2.04,6.88,2.14,6.55,-410.00,268.00,129.00,1827.00,2141.00,-3931.00'
2.00,6.44,2.04,6.88,2.14,6.55,-409.00,253.00,143.00,1650.00,2316.00,-3931.00'
2.00,6.44,2.04,6.88,2.14,6.55,-408.00,238.00,158.00,1483.00,2483.00,-3930.00'
2.00,6.44,2.04,6.88,2.14,6.55,-405.00,220.00,173.00,1293.00,2671.00,-3925.00'
2.00,6.44,2.04,6.88,2.14,6.55,-402.00,200.00,190.00,1101.00,2847.00,-3912.00'
2.00,6.44,2.04,6.88,2.14,6.55,-397.00,179.00,207.00,922.00,2998.00,-3884.00'
2.00,6.44,2.04,6.88,2.14,6.55,-394.00,156.00,226.00,719.00,3161.00,-3843.00'
2.00,6.44,2.04,6.88,2.14,6.55,-390.00,130.00,249.00,517.00,3313.00,-3793.00'
2.00,6.44,2.04,6.88,2.14,6.55,-386.00,103.00,271.00,326.00,3444.00,-3731.00'
2.00,6.44,2.04,6.88,2.14,6.55,-382.00,77.00,294.00,122.00,3560.00,-3645.00'
2.00,6.44,2.04,6.88,2.14,6.55,-376.00,51.00,314.00,-77.00,3652.00,-3538.00'
2.00,6.44,2.04,6.88,2.14,6.55,-369.00,24.00,335.00,-261.00,3725.00,-3430.00'
2.00,6.44,2.04,6.88,2.14,6.55,-365.00,-2.00,356.00,-443.00,3784.00,-3308.00'
2.00,6.44,2.04,6.88,2.14,6.55,-358.00,-25.00,373.00,-630.00,3834.00,-3172.00'
2.00,6.44,2.04,6.88,2.14,6.55,-351.00,-43.00,385.00,-809.00,3869.00,-3029.00'
2.00,6.44,2.04,6.88,2.14,6.55,-345.00,-58.00,393.00,-980.00,3889.00,-2877.00'
2.00,6.44,2.04,6.88,2.14,6.55,-337.00,-73.00,400.00,-1154.00,3906.00,-2720.00'
2.00,6.44,2.04,6.88,2.14,6.55,-330.00,-88.00,408.00,-1327.00,3918.00,-2561.00'
2.00,6.44,2.04,6.88,2.14,6.55,-322.00,-102.00,414.00,-1502.00,3930.00,-2398.00'
2.00,6.44,2.04,6.88,2.14,6.55,-312.00,-114.00,416.00,-1684.00,3940.00,-2226.00'
2.00,6.44,2.04,6.88,2.14,6.55,-300.00,-124.00,416.00,-1871.00,3947.00,-2046.00'
2.00,6.44,2.04,6.88,2.14,6.55,-288.00,-134.00,413.00,-2062.00,3950.00,-1856.00'
2.00,6.44,2.04,6.88,2.14,6.55,-274.00,-149.00,413.00,-2251.00,3950.00,-1669.00'
2.00,6.44,2.04,6.88,2.14,6.55,-258.00,-166.00,415.00,-2428.00,3948.00,-1491.00'
2.00,6.44,2.04,6.88,2.14,6.55,-241.00,-183.00,415.00,-2611.00,3937.00,-1295.00'
2.00,6.44,2.04,6.88,2.14,6.55,-222.00,-201.00,414.00,-2792.00,3921.00,-1101.00'
2.00,6.44,2.04,6.88,2.14,6.55,-201.00,-220.00,413.00,-2953.00,3902.00,-923.00'
2.00,6.44,2.04,6.88,2.14,6.55,-178.00,-242.00,412.00,-3112.00,3867.00,-729.00'
2.00,6.44,2.04,6.88,2.14,6.55,-152.00,-266.00,410.00,-3269.00,3815.00,-524.00'
2.00,6.44,2.04,6.88,2.14,6.55,-124.00,-291.00,406.00,-3403.00,3741.00,-320.00'
2.00,6.44,2.04,6.88,2.14,6.55,-98.00,-312.00,402.00,-3511.00,3650.00,-123.00'
2.00,6.44,2.04,6.88,2.14,6.55,-72.00,-332.00,397.00,-3606.00,3552.00,68.00'
2.00,6.44,2.04,6.88,2.14,6.55,-46.00,-351.00,390.00,-3687.00,3439.00,259.00'
2.00,6.44,2.04,6.88,2.14,6.55,-20.00,-370.00,383.00,-3750.00,3323.00,437.00'
2.00,6.44,2.04,6.88,2.14,6.55,5.00,-388.00,375.00,-3804.00,3199.00,613.00'
2.00,6.44,2.04,6.88,2.14,6.55,26.00,-400.00,366.00,-3844.00,3064.00,786.00'
2.00,6.44,2.04,6.88,2.14,6.55,41.00,-408.00,359.00,-3870.00,2925.00,949.00'
2.00,6.44,2.04,6.88,2.14,6.55,55.00,-414.00,352.00,-3890.00,2775.00,1116.00'
2.00,6.44,2.04,6.88,2.14,6.55,70.00,-421.00,344.00,-3904.00,2622.00,1282.00'
2.00,6.44,2.04,6.88,2.14,6.55,84.00,-427.00,335.00,-3915.00,2468.00,1445.00'
2.00,6.44,2.04,6.88,2.14,6.55,97.00,-430.00,326.00,-3922.00,2303.00,1616.00'
2.00,6.44,2.04,6.88,2.14,6.55,108.00,-430.00,315.00,-3933.00,2129.00,1803.00'
2.00,6.44,2.04,6.88,2.14,6.55,117.00,-426.00,301.00,-3944.00,1943.00,1998.00'
2.00,6.44,2.04,6.88,2.14,6.55,129.00,-423.00,287.00,-3948.00,1757.00,2187.00'
2.00,6.44,2.04,6.88,2.14,6.55,144.00,-421.00,270.00,-3950.00,1593.00,2354.00'
2.00,6.44,2.04,6.88,2.14,6.55,158.00,-419.00,253.00,-3944.00,1414.00,2524.00'
2.00,6.44,2.04,6.88,2.14,6.55,174.00,-416.00,234.00,-3937.00,1214.00,2716.00'
2.00,6.44,2.04,6.88,2.14,6.55,192.00,-412.00,212.00,-3928.00,1039.00,2883.00'
2.00,6.44,2.04,6.88,2.14,6.55,210.00,-406.00,188.00,-3895.00,851.00,3033.00'
2.00,6.44,2.04,6.88,2.14,6.55,231.00,-400.00,161.00,-3845.00,641.00,3192.00'
2.00,6.44,2.04,6.88,2.14,6.55,254.00,-395.00,132.00,-3788.00,448.00,3329.00'
2.00,6.44,2.04,6.88,2.14,6.55,276.00,-389.00,105.00,-3708.00,250.00,3443.00'
2.00,6.44,2.04,6.88,2.14,6.55,297.00,-384.00,79.00,-3611.00,48.00,3547.00'
2.00,6.44,2.04,6.88,2.14,6.55,317.00,-377.00,52.00,-3512.00,-145.00,3642.00'
2.00,6.44,2.04,6.88,2.14,6.55,337.00,-370.00,25.00,-3399.00,-340.00,3723.00'
2.00,6.44,2.04,6.88,2.14,6.55,356.00,-364.00,0.00,-3275.00,-523.00,3781.00'
2.00,6.44,2.04,6.88,2.14,6.55,372.00,-357.00,-23.00,-3143.00,-699.00,3822.00'
2.00,6.44,2.04,6.88,2.14,6.55,382.00,-350.00,-40.00,-2998.00,-880.00,3857.00'
2.00,6.44,2.04,6.88,2.14,6.55,389.00,-344.00,-53.00,-2848.00,-1051.00,3881.00'
2.00,6.44,2.04,6.88,2.14,6.55,397.00,-337.00,-68.00,-2691.00,-1220.00,3892.00'
2.00,6.44,2.04,6.88,2.14,6.55,404.00,-330.00,-83.00,-2524.00,-1400.00,3903.00'
2.00,6.44,2.04,6.88,2.14,6.55,409.00,-322.00,-96.00,-2359.00,-1576.00,3913.00'
2.00,6.44,2.04,6.88,2.14,6.55,410.00,-312.00,-107.00,-2188.00,-1754.00,3919.00'
2.00,6.44,2.04,6.88,2.14,6.55,407.00,-300.00,-116.00,-2005.00,-1946.00,3927.00'
2.00,6.44,2.04,6.88,2.14,6.55,403.00,-287.00,-125.00,-1819.00,-2140.00,3935.00'
2.00,6.44,2.04,6.88,2.14,6.55,402.00,-273.00,-138.00,-1641.00,-2319.00,3938.00'
