,0,1,2
998,0.85,0.11,0.62
999,0.88,0.13,0.58
1000,0.9,0.14,0.55
1001,0.92,0.15,0.53
1002,0.93,0.16,0.5
1003,0.95,0.17,0.48
1004,0.97,0.18,0.46
1005,0.98,0.19,0.44
1006,0.98,0.2,0.42
1007,0.98,0.21,0.41
1008,0.99,0.22,0.4
1009,0.99,0.24,0.38
1010,0.99,0.25,0.36
1011,0.99,0.26,0.35
1012,0.99,0.28,0.33
1013,0.99,0.3,0.31
1014,0.99,0.31,0.3
1015,0.99,0.34,0.28
1016,0.99,0.36,0.26
1017,0.99,0.38,0.23
1018,0.98,0.4,0.21
1019,0.98,0.42,0.19
1020,0.97,0.45,0.17
1021,0.97,0.47,0.16
1022,0.96,0.48,0.14
1023,0.96,0.5,0.13
1024,0.54,0.0,0.98
1025,0.56,0.0,0.97
1026,0.57,0.0,0.96
1027,0.59,0.0,0.94
1028,0.61,0.0,0.92
1029,0.63,0.01,0.9
1030,0.65,0.01,0.88
1031,0.68,0.03,0.85
1032,0.7,0.04,0.81
1033,0.73,0.05,0.78
1034,0.76,0.06,0.75
1035,0.78,0.08,0.71
1036,0.81,0.09,0.68
1037,0.84,0.1,0.64
1038,0.86,0.12,0.6
1039,0.89,0.13,0.57
1040,0.91,0.14,0.54
1041,0.92,0.15,0.52
1042,0.94,0.16,0.5
1043,0.95,0.17,0.48
1044,0.97,0.18,0.46
1045,0.98,0.19,0.44
1046,0.98,0.2,0.42
1047,0.98,0.21,0.41
1048,0.99,0.23,0.39
1049,0.99,0.24,0.38
1050,0.99,0.25,0.36
1051,1.0,0.27,0.34
1052,0.99,0.29,0.33
1053,0.99,0.3,0.31
1054,0.99,0.32,0.29
1055,0.99,0.34,0.27
1056,0.99,0.37,0.24
1057,0.99,0.39,0.22
1058,0.98,0.41,0.2
1059,0.98,0.43,0.19
1060,0.97,0.45,0.17
1061,0.97,0.47,0.15
1062,0.96,0.49,0.14
1063,0.96,0.5,0.13
1064,0.95,0.52,0.11
1065,0.95,0.53,0.1
1066,0.94,0.55,0.09
1067,0.93,0.56,0.09
1068,0.92,0.57,0.08
1069,0.91,0.59,0.08
1070,0.9,0.6,0.07
1071,0.88,0.62,0.06
1072,0.86,0.64,0.05
1073,0.84,0.67,0.04
1074,0.81,0.7,0.04
1075,0.79,0.72,0.03
1076,0.76,0.75,0.02
1077,0.73,0.78,0.01
1078,0.7,0.81,0.01
1079,0.67,0.84,0.0
1080,0.64,0.86,0.0
1081,0.61,0.89,0.0
1082,0.58,0.91,0.0
1083,0.55,0.93,0.0
1084,0.53,0.94,0.0
1085,0.51,0.96,0.0
1086,0.49,0.97,0.0
1087,0.48,0.98,0.0
1088,0.46,0.99,0.01
1089,0.44,0.99,0.02
1090,0.42,0.99,0.03
1091,0.41,0.99,0.04
1092,0.39,0.99,0.06
1093,0.37,0.98,0.08
1094,0.34,0.98,0.11
1095,0.32,0.97,0.14
1096,0.29,0.95,0.17
1097,0.27,0.94,0.21
1098,0.24,0.93,0.24
1099,0.21,0.91,0.28
1100,0.18,0.9,0.31
1101,0.16,0.89,0.35
1102,0.13,0.87,0.38
1103,0.11,0.86,0.42
1104,0.08,0.85,0.45
1105,0.07,0.84,0.47
1106,0.05,0.83,0.49
1107,0.04,0.82,0.52
1108,0.02,0.81,0.54
1109,0.01,0.8,0.55
1110,0.01,0.79,0.57
1111,0.01,0.78,0.58
1112,0.0,0.76,0.6
1113,0.0,0.75,0.62
1114,0.0,0.74,0.63
1115,0.0,0.72,0.65
1116,0.0,0.7,0.67
1117,0.0,0.68,0.68
1118,0.0,0.67,0.7
1119,0.0,0.64,0.73
1120,0.0,0.62,0.75
1121,0.01,0.6,0.77
1122,0.01,0.58,0.79
1123,0.02,0.55,0.81
1124,0.02,0.53,0.83
1125,0.03,0.51,0.84
1126,0.04,0.49,0.86
1127,0.04,0.48,0.87
1128,0.04,0.47,0.88
1129,0.05,0.45,0.89
1130,0.06,0.44,0.9
1131,0.07,0.43,0.9
1132,0.08,0.41,0.91
1133,0.09,0.4,0.91
1134,0.11,0.38,0.92
1135,0.12,0.36,0.93
1136,0.14,0.34,0.94
1137,0.16,0.32,0.94
1138,0.19,0.29,0.95
1139,0.22,0.26,0.96
1140,0.25,0.24,0.97
1141,0.28,0.21,0.97
1142,0.31,0.18,0.98
1143,0.34,0.15,0.98
1144,0.37,0.13,0.98
1145,0.4,0.1,0.99
1146,0.43,0.08,0.99
1147,0.45,0.06,0.99
1148,0.47,0.04,0.99
1149,0.49,0.03,0.99
1150,0.51,0.02,0.98
1151,0.53,0.01,0.98
1152,0.55,0.0,0.97
1153,0.56,0.0,0.96
1154,0.58,0.0,0.95
1155,0.6,0.0,0.94
1156,0.62,0.0,0.92
1157,0.64,0.01,0.89
1158,0.66,0.02,0.87
1159,0.68,0.03,0.84
1160,0.71,0.04,0.8
1161,0.74,0.06,0.77
1162,0.76,0.07,0.73
1163,0.79,0.08,0.7
1164,0.82,0.1,0.66
1165,0.84,0.11,0.63
1166,0.87,0.13,0.59
1167,0.89,0.14,0.56
1168,0.92,0.15,0.53
1169,0.93,0.16,0.5
1170,0.95,0.17,0.48
1171,0.96,0.18,0.46
1172,0.97,0.19,0.44
1173,0.98,0.21,0.42
1174,0.98,0.22,0.41
1175,0.98,0.23,0.39
1176,0.98,0.24,0.38
1177,0.99,0.26,0.36
1178,0.99,0.27,0.35
1179,0.99,0.29,0.33
1180,0.99,0.3,0.31
1181,0.98,0.32,0.3
1182,0.98,0.34,0.28
1183,0.98,0.36,0.26
1184,0.98,0.39,0.23
1185,0.97,0.41,0.21
1186,0.97,0.43,0.19
1187,0.96,0.45,0.18
1188,0.95,0.48,0.16
1189,0.95,0.5,0.14
1190,0.94,0.51,0.13
1191,0.93,0.53,0.12
1192,0.93,0.54,0.11
1193,0.92,0.55,0.1
1194,0.91,0.57,0.09
1195,0.9,0.58,0.09
1196,0.89,0.59,0.08
1197,0.88,0.61,0.08
1198,0.87,0.62,0.07
1199,0.85,0.64,0.07
1200,0.83,0.66,0.06
1201,0.81,0.68,0.05
1202,0.78,0.71,0.05
1203,0.75,0.74,0.04
1204,0.73,0.76,0.03
1205,0.7,0.79,0.03
1206,0.67,0.82,0.02
1207,0.63,0.85,0.02
1208,0.61,0.87,0.02
1209,0.57,0.89,0.02
1210,0.55,0.92,0.01
1211,0.52,0.94,0.01
1212,0.5,0.95,0.01
1213,0.48,0.96,0.02
1214,0.46,0.97,0.02
1215,0.45,0.98,0.02
1216,0.43,0.99,0.03
1217,0.41,0.99,0.04
1218,0.4,0.99,0.05
1219,0.38,0.99,0.07
1220,0.36,0.98,0.09
1221,0.34,0.98,0.11
1222,0.32,0.97,0.13
1223,0.3,0.96,0.16
1224,0.27,0.95,0.2
1225,0.25,0.93,0.23
1226,0.22,0.92,0.27
1227,0.2,0.9,0.3
1228,0.17,0.89,0.34
1229,0.14,0.88,0.37
1230,0.12,0.86,0.41
1231,0.09,0.85,0.44
1232,0.07,0.84,0.47
1233,0.06,0.82,0.49
1234,0.05,0.81,0.51
1235,0.03,0.8,0.53
1236,0.02,0.79,0.55
1237,0.01,0.78,0.57
1238,0.01,0.77,0.59
1239,0.01,0.76,0.6
1240,0.01,0.75,0.61
1241,0.0,0.74,0.63
1242,0.0,0.72,0.65
1243,0.0,0.71,0.66
1244,0.0,0.69,0.68
1245,0.0,0.67,0.7
1246,0.01,0.65,0.71
1247,0.01,0.63,0.74
1248,0.01,0.61,0.76
1249,0.01,0.59,0.78
1250,0.02,0.56,0.8
1251,0.02,0.54,0.81
1252,0.03,0.52,0.83
1253,0.04,0.5,0.85
1254,0.04,0.49,0.86
1255,0.05,0.47,0.87
1256,0.05,0.46,0.88
1257,0.06,0.45,0.89
1258,0.06,0.43,0.9
1259,0.07,0.42,0.91
1260,0.09,0.4,0.91
1261,0.1,0.39,0.92
1262,0.11,0.38,0.92
1263,0.13,0.36,0.93
1264,0.14,0.34,0.94
1265,0.17,0.31,0.95
1266,0.19,0.29,0.95
1267,0.22,0.26,0.96
1268,0.25,0.23,0.97
1269,0.28,0.2,0.97
1270,0.31,0.17,0.98
1271,0.34,0.15,0.98
1272,0.37,0.12,0.99
1273,0.4,0.1,0.99
1274,0.43,0.08,0.99
1275,0.45,0.06,0.99
1276,0.47,0.04,0.99
1277,0.49,0.03,0.99
1278,0.51,0.02,0.99
1279,0.52,0.01,0.99
1280,0.54,0.0,0.98
1281,0.56,0.0,0.97
1282,0.58,0.0,0.96
1283,0.59,0.0,0.94
1284,0.61,0.0,0.92
1285,0.63,0.01,0.9
1286,0.65,0.01,0.88
1287,0.68,0.03,0.85
1288,0.7,0.04,0.81
1289,0.73,0.05,0.78
1290,0.76,0.06,0.75
1291,0.78,0.08,0.71
1292,0.81,0.09,0.68
1293,0.84,0.1,0.64
1294,0.86,0.12,0.61
1295,0.89,0.13,0.57
1296,0.91,0.14,0.54
1297,0.93,0.15,0.52
1298,0.94,0.16,0.5
1299,0.95,0.17,0.48
1300,0.97,0.18,0.46
1301,0.98,0.19,0.44
1302,0.98,0.2,0.42
1303,0.99,0.21,0.41
1304,0.99,0.22,0.39
1305,0.99,0.24,0.38
1306,0.99,0.25,0.36
1307,1.0,0.27,0.34
1308,1.0,0.28,0.33
1309,0.99,0.3,0.31
1310,0.99,0.32,0.29
1311,0.99,0.34,0.27
1312,0.99,0.36,0.24
1313,0.99,0.39,0.22
1314,0.98,0.41,0.2
1315,0.98,0.43,0.19
1316,0.97,0.45,0.17
1317,0.97,0.47,0.15
1318,0.96,0.49,0.14
1319,0.96,0.5,0.12
1320,0.95,0.52,0.12
1321,0.95,0.53,0.1
1322,0.94,0.54,0.09
1323,0.93,0.56,0.09
1324,0.92,0.57,0.08
1325,0.91,0.59,0.07
1326,0.9,0.6,0.07
1327,0.88,0.62,0.06
1328,0.86,0.64,0.05
1329,0.84,0.67,0.04
1330,0.81,0.7,0.04
1331,0.79,0.72,0.03
1332,0.76,0.75,0.02
1333,0.73,0.78,0.01
1334,0.7,0.81,0.01
1335,0.67,0.84,0.0
1336,0.64,0.86,0.0
1337,0.61,0.88,0.0
1338,0.58,0.91,0.0
1339,0.55,0.93,0.0
1340,0.53,0.94,0.0
1341,0.51,0.96,0.0
1342,0.5,0.97,0.0
1343,0.48,0.98,0.0
1344,0.46,0.99,0.0
1345,0.44,0.99,0.02
1346,0.42,1.0,0.03
1347,0.41,0.99,0.04
1348,0.39,0.99,0.06
1349,0.37,0.98,0.08
1350,0.34,0.98,0.11
1351,0.32,0.97,0.14
1352,0.29,0.95,0.17
1353,0.27,0.94,0.21
1354,0.24,0.93,0.24
1355,0.21,0.91,0.28
1356,0.18,0.9,0.31
1357,0.16,0.89,0.35
1358,0.13,0.87,0.38
1359,0.11,0.86,0.42
1360,0.08,0.85,0.45
1361,0.07,0.84,0.47
1362,0.05,0.83,0.49
1363,0.04,0.82,0.52
1364,0.02,0.81,0.54
1365,0.01,0.8,0.56
1366,0.01,0.79,0.57
1367,0.01,0.77,0.59
1368,0.0,0.76,0.6
1369,0.0,0.75,0.62
1370,0.0,0.74,0.63
1371,0.0,0.72,0.65
1372,0.0,0.7,0.67
1373,0.0,0.68,0.69
1374,0.0,0.66,0.71
1375,0.0,0.64,0.73
1376,0.0,0.62,0.75
1377,0.01,0.6,0.77
1378,0.01,0.57,0.79
1379,0.02,0.55,0.81
1380,0.02,0.53,0.83
1381,0.03,0.51,0.85
1382,0.04,0.49,0.86
1383,0.04,0.48,0.87
1384,0.05,0.47,0.88
1385,0.05,0.45,0.89
1386,0.06,0.44,0.9
1387,0.07,0.43,0.91
1388,0.08,0.41,0.91
1389,0.09,0.4,0.92
1390,0.11,0.38,0.92
1391,0.12,0.36,0.93
1392,0.14,0.34,0.94
1393,0.16,0.31,0.95
1394,0.19,0.29,0.95
1395,0.22,0.26,0.96
1396,0.25,0.23,0.97
1397,0.28,0.21,0.97
1398,0.31,0.18,0.98
1399,0.34,0.15,0.98
1400,0.37,0.13,0.98
1401,0.4,0.1,0.99
1402,0.43,0.08,0.99
1403,0.45,0.06,0.99
1404,0.47,0.04,0.99
1405,0.49,0.03,0.99
1406,0.51,0.02,0.98
1407,0.53,0.01,0.98
1408,0.55,0.0,0.97
1409,0.56,0.0,0.96
1410,0.58,0.0,0.95
1411,0.6,0.0,0.94
1412,0.62,0.01,0.92
1413,0.64,0.01,0.89
1414,0.66,0.02,0.87
1415,0.68,0.03,0.84
1416,0.71,0.04,0.8
1417,0.73,0.06,0.77
1418,0.76,0.07,0.73
1419,0.79,0.08,0.7
1420,0.82,0.1,0.66
1421,0.84,0.11,0.63
1422,0.87,0.13,0.59
1423,0.89,0.14,0.56
1424,0.92,0.15,0.53
1425,0.93,0.16,0.5
1426,0.95,0.17,0.48
1427,0.96,0.18,0.46
1428,0.97,0.19,0.44
1429,0.98,0.2,0.42
1430,0.98,0.22,0.41
1431,0.99,0.23,0.39
1432,0.98,0.24,0.38
1433,0.99,0.25,0.36
1434,0.99,0.27,0.35
1435,0.99,0.28,0.33
1436,0.99,0.3,0.31
1437,0.99,0.32,0.3
1438,0.98,0.34,0.28
1439,0.98,0.36,0.26
1440,0.98,0.39,0.23
1441,0.97,0.41,0.21
1442,0.97,0.43,0.19
1443,0.96,0.45,0.18
1444,0.95,0.47,0.16
1445,0.95,0.5,0.14
1446,0.94,0.51,0.13
1447,0.94,0.53,0.12
1448,0.93,0.54,0.11
1449,0.92,0.55,0.1
1450,0.92,0.56,0.09
1451,0.91,0.58,0.09
1452,0.89,0.59,0.08
1453,0.88,0.61,0.08
1454,0.87,0.62,0.07
1455,0.85,0.64,0.07
1456,0.83,0.66,0.06
1457,0.81,0.68,0.05
1458,0.78,0.71,0.05
1459,0.76,0.73,0.04
1460,0.73,0.76,0.03
1461,0.7,0.79,0.03
1462,0.67,0.82,0.02
1463,0.64,0.84,0.02
1464,0.61,0.87,0.02
1465,0.58,0.89,0.02
1466,0.55,0.92,0.01
1467,0.52,0.93,0.01
1468,0.5,0.95,0.02
1469,0.48,0.96,0.02
1470,0.47,0.97,0.02
1471,0.45,0.98,0.02
1472,0.43,0.99,0.03
1473,0.41,0.99,0.04
1474,0.4,0.99,0.05
1475,0.38,0.99,0.07
1476,0.36,0.98,0.09
1477,0.34,0.98,0.11
1478,0.32,0.97,0.13
1479,0.3,0.96,0.16
1480,0.27,0.95,0.19
1481,0.25,0.93,0.23
1482,0.22,0.92,0.26
1483,0.2,0.9,0.3
1484,0.17,0.89,0.34
1485,0.14,0.88,0.37
1486,0.12,0.86,0.4
1487,0.1,0.85,0.44
1488,0.07,0.84,0.47
1489,0.06,0.82,0.49
1490,0.04,0.81,0.51
1491,0.03,0.8,0.53
1492,0.02,0.79,0.55
1493,0.01,0.78,0.57
1494,0.01,0.77,0.59
1495,0.01,0.76,0.6
1496,0.01,0.75,0.61
1497,0.01,0.74,0.63
1498,0.0,0.72,0.64
1499,0.0,0.71,0.66
1500,0.0,0.69,0.68
1501,0.0,0.67,0.7
1502,0.01,0.65,0.71
1503,0.01,0.63,0.73
1504,0.01,0.61,0.76
1505,0.01,0.59,0.78
1506,0.02,0.56,0.8
1507,0.02,0.54,0.81
1508,0.03,0.52,0.83
1509,0.04,0.5,0.85
1510,0.04,0.49,0.86
1511,0.05,0.47,0.87
1512,0.05,0.46,0.88
1513,0.06,0.45,0.89
1514,0.06,0.43,0.9
1515,0.07,0.42,0.91
1516,0.08,0.41,0.91
1517,0.1,0.39,0.92
1518,0.11,0.38,0.92
1519,0.13,0.36,0.93
1520,0.14,0.34,0.94
1521,0.17,0.31,0.95
1522,0.19,0.29,0.95
1523,0.22,0.26,0.96
1524,0.25,0.23,0.97
1525,0.28,0.2,0.97
1526,0.31,0.18,0.98
1527,0.34,0.15,0.98
1528,0.37,0.12,0.99
1529,0.39,0.1,0.99
1530,0.42,0.08,0.99
1531,0.45,0.06,0.99
1532,0.47,0.04,0.99
1533,0.49,0.03,0.99
1534,0.5,0.02,0.99
1535,0.52,0.01,0.99
1536,0.54,0.0,0.98
1537,0.56,0.0,0.97
1538,0.57,0.0,0.96
1539,0.59,0.0,0.94
1540,0.61,0.0,0.92
1541,0.63,0.01,0.9
1542,0.65,0.01,0.88
1543,0.68,0.03,0.85
1544,0.7,0.04,0.81
1545,0.73,0.05,0.78
1546,0.76,0.06,0.75
1547,0.78,0.08,0.71
1548,0.81,0.09,0.68
1549,0.84,0.1,0.64
1550,0.86,0.12,0.6
1551,0.89,0.13,0.57
1552,0.91,0.14,0.54
1553,0.92,0.15,0.52
1554,0.94,0.16,0.5
1555,0.95,0.17,0.48
1556,0.97,0.18,0.46
1557,0.98,0.19,0.44
1558,0.98,0.2,0.42
1559,0.98,0.21,0.41
1560,0.99,0.23,0.39
1561,0.99,0.24,0.38
1562,0.99,0.25,0.36
1563,1.0,0.27,0.34
1564,0.99,0.29,0.33
1565,0.99,0.3,0.31
1566,0.99,0.32,0.29
1567,0.99,0.34,0.27
1568,0.99,0.37,0.24
1569,0.99,0.39,0.22
1570,0.98,0.41,0.2
1571,0.98,0.43,0.19
1572,0.97,0.45,0.17
1573,0.97,0.47,0.15
1574,0.96,0.49,0.14
1575,0.96,0.5,0.13
1576,0.95,0.52,0.11
1577,0.95,0.53,0.1
1578,0.94,0.55,0.09
1579,0.93,0.56,0.09
1580,0.92,0.57,0.08
1581,0.91,0.59,0.08
1582,0.9,0.6,0.07
1583,0.88,0.62,0.06
1584,0.86,0.64,0.05
1585,0.84,0.67,0.04
1586,0.81,0.7,0.04
1587,0.79,0.72,0.03
1588,0.76,0.75,0.02
1589,0.73,0.78,0.01
1590,0.7,0.81,0.01
1591,0.67,0.84,0.0
1592,0.64,0.86,0.0
1593,0.61,0.89,0.0
1594,0.58,0.91,0.0
1595,0.55,0.93,0.0
1596,0.53,0.94,0.0
1597,0.51,0.96,0.0
1598,0.49,0.97,0.0
1599,0.48,0.98,0.0
1600,0.46,0.99,0.01
1601,0.44,0.99,0.02
1602,0.42,0.99,0.03
1603,0.41,0.99,0.04
1604,0.39,0.99,0.06
1605,0.37,0.98,0.08
1606,0.34,0.98,0.11
1607,0.32,0.97,0.14
1608,0.29,0.95,0.17
1609,0.27,0.94,0.21
1610,0.24,0.93,0.24
1611,0.21,0.91,0.28
1612,0.18,0.9,0.31
1613,0.16,0.89,0.35
1614,0.13,0.87,0.38
1615,0.11,0.86,0.42
1616,0.08,0.85,0.45
1617,0.07,0.84,0.47
1618,0.05,0.83,0.49
1619,0.04,0.82,0.52
1620,0.02,0.81,0.54
1621,0.01,0.8,0.55
1622,0.01,0.79,0.57
1623,0.01,0.78,0.58
1624,0.0,0.76,0.6
1625,0.0,0.75,0.62
1626,0.0,0.74,0.63
1627,0.0,0.72,0.65
1628,0.0,0.7,0.67
1629,0.0,0.68,0.68
1630,0.0,0.67,0.7
1631,0.0,0.64,0.73
1632,0.0,0.62,0.75
1633,0.01,0.6,0.77
1634,0.01,0.58,0.79
1635,0.02,0.55,0.81
1636,0.02,0.53,0.83
1637,0.03,0.51,0.84
1638,0.04,0.49,0.86
1639,0.04,0.48,0.87
1640,0.04,0.47,0.88
1641,0.05,0.45,0.89
1642,0.06,0.44,0.9
1643,0.07,0.43,0.9
1644,0.08,0.41,0.91
1645,0.09,0.4,0.91
1646,0.11,0.38,0.92
1647,0.12,0.36,0.93
1648,0.14,0.34,0.94
1649,0.16,0.32,0.94
1650,0.19,0.29,0.95
1651,0.22,0.26,0.96
1652,0.25,0.24,0.97
1653,0.28,0.21,0.97
1654,0.31,0.18,0.98
1655,0.34,0.15,0.98
1656,0.37,0.13,0.98
1657,0.4,0.1,0.99
1658,0.43,0.08,0.99
1659,0.45,0.06,0.99
1660,0.47,0.04,0.99
1661,0.49,0.03,0.99
1662,0.51,0.02,0.98
1663,0.53,0.01,0.98
1664,0.55,0.0,0.97
1665,0.56,0.0,0.96
1666,0.58,0.0,0.95
1667,0.6,0.0,0.94
1668,0.62,0.0,0.92
1669,0.64,0.01,0.89
1670,0.66,0.02,0.87
1671,0.68,0.03,0.84
1672,0.71,0.04,0.8
1673,0.74,0.06,0.77
1674,0.76,0.07,0.73
1675,0.79,0.08,0.7
1676,0.82,0.1,0.66
1677,0.84,0.11,0.63
1678,0.87,0.13,0.59
1679,0.89,0.14,0.56
1680,0.92,0.15,0.53
1681,0.93,0.16,0.5
1682,0.95,0.17,0.48
1683,0.96,0.18,0.46
1684,0.97,0.19,0.44
1685,0.98,0.21,0.42
1686,0.98,0.22,0.41
1687,0.98,0.23,0.39
1688,0.98,0.24,0.38
1689,0.99,0.26,0.36
1690,0.99,0.27,0.35
1691,0.99,0.29,0.33
1692,0.99,0.3,0.31
1693,0.98,0.32,0.3
1694,0.98,0.34,0.28
1695,0.98,0.36,0.26
1696,0.98,0.39,0.23
1697,0.97,0.41,0.21
1698,0.97,0.43,0.19
1699,0.96,0.45,0.18
1700,0.95,0.48,0.16
1701,0.95,0.5,0.14
1702,0.94,0.51,0.13
1703,0.93,0.53,0.12
1704,0.93,0.54,0.11
1705,0.92,0.55,0.1
1706,0.91,0.57,0.09
1707,0.9,0.58,0.09
1708,0.89,0.59,0.08
1709,0.88,0.61,0.08
1710,0.87,0.62,0.07
1711,0.85,0.64,0.07
1712,0.83,0.66,0.06
1713,0.81,0.68,0.05
1714,0.78,0.71,0.05
1715,0.75,0.74,0.04
1716,0.73,0.76,0.03
1717,0.7,0.79,0.03
1718,0.67,0.82,0.02
1719,0.63,0.85,0.02
1720,0.61,0.87,0.02
1721,0.57,0.89,0.02
1722,0.55,0.92,0.01
1723,0.52,0.94,0.01
1724,0.5,0.95,0.01
1725,0.48,0.96,0.02
1726,0.46,0.97,0.02
1727,0.45,0.98,0.02
1728,0.43,0.99,0.03
1729,0.41,0.99,0.04
1730,0.4,0.99,0.05
1731,0.38,0.99,0.07
1732,0.36,0.98,0.09
1733,0.34,0.98,0.11
1734,0.32,0.97,0.13
1735,0.3,0.96,0.16
1736,0.27,0.95,0.2
1737,0.25,0.93,0.23
1738,0.22,0.92,0.27
1739,0.2,0.9,0.3
1740,0.17,0.89,0.34
1741,0.14,0.88,0.37
1742,0.12,0.86,0.41
1743,0.09,0.85,0.44
1744,0.07,0.84,0.47
1745,0.06,0.82,0.49
1746,0.05,0.81,0.51
1747,0.03,0.8,0.53
1748,0.02,0.79,0.55
1749,0.01,0.78,0.57
1750,0.01,0.77,0.59
1751,0.01,0.76,0.6
1752,0.01,0.75,0.61
1753,0.0,0.74,0.63
1754,0.0,0.72,0.65
1755,0.0,0.71,0.66
1756,0.0,0.69,0.68
1757,0.0,0.67,0.7
1758,0.01,0.65,0.71
1759,0.01,0.63,0.74
1760,0.01,0.61,0.76
1761,0.01,0.59,0.78
1762,0.02,0.56,0.8
1763,0.02,0.54,0.81
1764,0.03,0.52,0.83
1765,0.04,0.5,0.85
1766,0.04,0.49,0.86
1767,0.05,0.47,0.87
1768,0.05,0.46,0.88
1769,0.06,0.45,0.89
1770,0.06,0.43,0.9
1771,0.07,0.42,0.91
1772,0.09,0.4,0.91
1773,0.1,0.39,0.92
1774,0.11,0.38,0.92
1775,0.13,0.36,0.93
1776,0.14,0.34,0.94
1777,0.17,0.31,0.95
1778,0.19,0.29,0.95
1779,0.22,0.26,0.96
1780,0.25,0.23,0.97
1781,0.28,0.2,0.97
1782,0.31,0.17,0.98
1783,0.34,0.15,0.98
1784,0.37,0.12,0.99
1785,0.4,0.1,0.99
1786,0.43,0.08,0.99
1787,0.45,0.06,0.99
1788,0.47,0.04,0.99
1789,0.49,0.03,0.99
1790,0.51,0.02,0.99
1791,0.52,0.01,0.99
1792,0.54,0.0,0.98
1793,0.56,0.0,0.97
1794,0.58,0.0,0.96
1795,0.59,0.0,0.94
1796,0.61,0.0,0.92
1797,0.63,0.01,0.9
1798,0.65,0.01,0.88
1799,0.68,0.03,0.85
1800,0.7,0.04,0.81
1801,0.73,0.05,0.78
1802,0.76,0.06,0.75
1803,0.78,0.08,0.71
1804,0.81,0.09,0.68
1805,0.84,0.1,0.64
1806,0.86,0.12,0.61
1807,0.89,0.13,0.57
1808,0.91,0.14,0.54
1809,0.93,0.15,0.52
1810,0.94,0.16,0.5
1811,0.95,0.17,0.48
1812,0.97,0.18,0.46
1813,0.98,0.19,0.44
1814,0.98,0.2,0.42
1815,0.99,0.21,0.41
1816,0.99,0.22,0.39
1817,0.99,0.24,0.38
1818,0.99,0.25,0.36
1819,1.0,0.27,0.34
1820,1.0,0.28,0.33
1821,0.99,0.3,0.31
1822,0.99,0.32,0.29
1823,0.99,0.34,0.27
1824,0.99,0.36,0.24
1825,0.99,0.39,0.22
1826,0.98,0.41,0.2
1827,0.98,0.43,0.19
1828,0.97,0.45,0.17
1829,0.97,0.47,0.15
1830,0.96,0.49,0.14
1831,0.96,0.5,0.12
1832,0.95,0.52,0.12
1833,0.95,0.53,0.1
1834,0.94,0.54,0.09
1835,0.93,0.56,0.09
1836,0.92,0.57,0.08
1837,0.91,0.59,0.07
1838,0.9,0.6,0.07
1839,0.88,0.62,0.06
1840,0.86,0.64,0.05
1841,0.84,0.67,0.04
1842,0.81,0.7,0.04
1843,0.79,0.72,0.03
1844,0.76,0.75,0.02
1845,0.73,0.78,0.01
1846,0.7,0.81,0.01
1847,0.67,0.84,0.0
1848,0.64,0.86,0.0
1849,0.61,0.88,0.0
1850,0.58,0.91,0.0
1851,0.55,0.93,0.0
1852,0.53,0.94,0.0
1853,0.51,0.96,0.0
1854,0.5,0.97,0.0
1855,0.48,0.98,0.0
1856,0.46,0.99,0.0
1857,0.44,0.99,0.02
1858,0.42,1.0,0.03
1859,0.41,0.99,0.04
1860,0.39,0.99,0.06
1861,0.37,0.98,0.08
1862,0.34,0.98,0.11
1863,0.32,0.97,0.14
1864,0.29,0.95,0.17
1865,0.27,0.94,0.21
1866,0.24,0.93,0.24
1867,0.21,0.91,0.28
1868,0.18,0.9,0.31
1869,0.16,0.89,0.35
1870,0.13,0.87,0.38
1871,0.11,0.86,0.42
1872,0.08,0.85,0.45
1873,0.07,0.84,0.47
1874,0.05,0.83,0.49
1875,0.04,0.82,0.52
1876,0.02,0.81,0.54
1877,0.01,0.8,0.56
1878,0.01,0.79,0.57
1879,0.01,0.77,0.59
1880,0.0,0.76,0.6
1881,0.0,0.75,0.62
1882,0.0,0.74,0.63
1883,0.0,0.72,0.65
1884,0.0,0.7,0.67
1885,0.0,0.68,0.69
1886,0.0,0.66,0.71
1887,0.0,0.64,0.73
1888,0.0,0.62,0.75
1889,0.01,0.6,0.77
1890,0.01,0.57,0.79
1891,0.02,0.55,0.81
1892,0.02,0.53,0.83
1893,0.03,0.51,0.85
1894,0.04,0.49,0.86
1895,0.04,0.48,0.87
1896,0.05,0.47,0.88
1897,0.05,0.45,0.89
1898,0.06,0.44,0.9
1899,0.07,0.43,0.91
1900,0.08,0.41,0.91
1901,0.09,0.4,0.92
1902,0.11,0.38,0.92
1903,0.12,0.36,0.93
1904,0.14,0.34,0.94
1905,0.16,0.31,0.95
1906,0.19,0.29,0.95
1907,0.22,0.26,0.96
1908,0.25,0.23,0.97
1909,0.28,0.21,0.97
1910,0.31,0.18,0.98
1911,0.34,0.15,0.98
1912,0.37,0.13,0.98
1913,0.4,0.1,0.99
1914,0.43,0.08,0.99
1915,0.45,0.06,0.99
1916,0.47,0.04,0.99
1917,0.49,0.03,0.99
1918,0.51,0.02,0.98
1919,0.53,0.01,0.98
1920,0.55,0.0,0.97
1921,0.56,0.0,0.96
1922,0.58,0.0,0.95
1923,0.6,0.0,0.94
1924,0.62,0.01,0.92
1925,0.64,0.01,0.89
1926,0.66,0.02,0.87
1927,0.68,0.03,0.84
1928,0.71,0.04,0.8
1929,0.73,0.06,0.77
1930,0.76,0.07,0.73
